Geneid,Control_1,Control_2,Control_3,Ab42_1,Ab42_2,Ab42_3
FBti0060416,0,0,0,0,0,1
FBgn0010786,6910,5619,5667,5617,6160,5488
FBti0063216,0,0,0,0,0,0
FBgn0260008,4211,2779,3595,2203,3861,3733
FBgn0052396,92,0,0,425,118,338
FBgn0259794,185,2,5,1098,356,785
FBgn0040697,60,50,75,97,76,114
FBgn0010431,11882,13007,9807,8593,16727,10395
FBti0020007,4,0,2,7,4,9
FBgn0036874,11,1,2,44,16,36
FBgn0266650,5,0,1,1,1,3
FBgn0087035,10452,6381,5630,7451,7236,9059
FBgn0045477,0,0,0,0,0,0
FBgn0035982,1978,2139,2550,3054,2848,3200
FBgn0052359,0,0,0,0,0,0
FBgn0036481,68,52,55,52,56,43
FBgn0287186,129,95,200,148,168,218
FBgn0036532,0,3,1,2,1,0
FBgn0086075,0,0,0,0,0,0
FBgn0082944,0,0,0,0,0,0
FBgn0052037,32,13,20,19,26,23
FBti0060241,3,0,3,3,5,3
FBgn0036509,2186,1618,1713,1975,2151,2306
FBti0062600,0,0,0,0,0,1
FBgn0035727,85,34,50,235,86,233
FBgn0035317,28,28,43,68,48,53
RR48387_transposable_element,3,0,0,0,0,2
FBgn0035470,830,566,635,627,764,718
FBti0063220,0,0,0,0,0,0
RR48360_transposable_element,1,0,2,2,0,3
FBgn0011852,0,0,0,0,0,0
FBgn0005775,170,125,261,244,240,285
FBgn0036111,16550,12830,13795,12783,18996,13178
FBgn0086074,2,0,3,4,1,1
FBgn0035358,572,391,527,1374,532,546
FBgn0052459,111,3,6,546,174,461
FBgn0263587,29,4,5,41,21,55
FBgn0053796,0,0,0,0,0,0
FBti0020093,4,1,1,4,5,14
FBgn0266685,7,3,4,0,2,8
FBgn0265926,0,0,0,0,2,2
FBgn0262891,6,0,0,51,18,42
FBgn0266965,0,0,0,0,0,0
FBgn0035334,1787,1929,1815,1592,1876,1847
FBgn0036437,108,4,1,691,214,612
FBgn0000357,105423,15418,3013,3401,9600,15103
FBti0063277,0,0,0,0,0,0
FBgn0264518,4,0,0,3,1,6
FBtr0304350_df_nrg,0,0,0,0,0,0
FBgn0052228,9,0,3,67,27,55
FBgn0015586,475,0,0,161,36,530
FBgn0045479,2,1,2,9,3,5
FBtr0309646_df_nrg,0,0,0,0,0,0
FBgn0250814,11412,10619,10871,9102,9427,10238
FBtr0309730_df_nrg,0,0,0,0,0,0
FBgn0040290,5202,4711,3677,4022,6074,4937
FBgn0266773,0,1,0,24,3,12
FBti0061859,0,0,0,1,0,0
FBti0020013,1,0,2,1,1,0
FBti0060224,0,0,0,0,0,0
FBgn0052111,20,17,32,27,29,33
FBti0060232,0,0,0,0,0,0
FBti0061278,0,0,0,0,0,0
FBti0060980,16,6,20,5,9,9
FBgn0036891,891,947,1226,1157,1001,1325
FBti0020165,4,1,0,0,0,0
FBgn0016983,6898,6063,5707,5224,7998,5965
RR48367_transposable_element,0,1,0,3,6,3
FBgn0035942,706,631,467,693,780,844
FBgn0026179,3655,2635,3090,3760,3339,3460
FBgn0036487,1782,1599,1502,1532,1883,1649
FBgn0035948,87,85,85,93,48,133
RR42631_transposable_element,1,0,0,2,0,2
FBti0020142,0,0,0,0,0,0
FBgn0020251,1720,1140,1576,1378,1723,1576
FBti0020214,0,0,0,0,0,0
FBgn0035790,97,55,120,48,39,29
FBgn0035512,4,10,5,3,4,17
FBti0063947,1,0,0,0,0,0
FBgn0265733,0,0,0,2,0,1
FBgn0085285,83,58,102,172,131,191
FBgn0052280,787,594,871,890,861,1071
FBgn0052376,1,1,0,0,0,0
FBti0063275,0,0,0,0,0,0
FBgn0035902,579,560,506,421,780,506
FBti0020169,0,0,0,0,0,0
FBgn0000449,64,46,38,30,24,49
FBgn0036760,567,469,636,485,695,599
FBgn0036402,2007,1786,1730,2062,2550,1878
FBgn0265880,1,1,0,0,1,1
FBti0063217,0,0,0,0,0,0
FBgn0035199,31,36,34,38,37,56
FBgn0053257,0,0,0,0,0,0
FBgn0035792,2,0,1,0,0,0
FBgn0260657,572,391,730,882,824,992
FBgn0262681,12,6,8,43,22,45
FBgn0003710,115,105,154,154,126,174
FBti0063298,0,0,0,0,0,0
FBgn0266786,19,12,37,26,21,27
FBgn0036000,855,624,596,527,509,710
FBgn0085456,30,10,18,53,33,11
FBgn0035572,16,0,11,0,0,0
FBti0060680,0,0,0,0,0,0
FBgn0035401,1573,1210,1126,1184,1474,1387
FBgn0011928,0,0,0,0,0,0
FBgn0036199,2330,1931,1744,1817,2587,1971
FBgn0035538,535,466,746,890,804,1016
FBgn0025682,2133,2077,1973,2001,2043,2545
RR48312_transposable_element,1,0,0,1,0,0
FBgn0035589,1276,1090,988,1300,1282,1186
FBgn0005694,6088,5276,5729,5040,7796,5076
FBgn0035213,2696,2505,2417,2185,3205,2187
FBgn0052266,5,1,0,2,0,5
FBgn0028664,1514,1291,1280,1187,1641,1278
FBgn0000451,114,65,155,229,271,247
FBgn0035385,52,36,101,80,71,62
FBti0062212,1,0,1,0,3,1
FBgn0035542,5802,4295,4240,5262,5170,6752
FBgn0250849,0,0,0,0,0,0
FBgn0052093,0,0,0,0,0,0
FBti0063225,0,0,0,0,0,0
FBti0061416,0,0,1,0,0,1
FBti0060685,0,0,0,0,0,0
FBgn0266781,0,0,0,6,3,15
FBtr0304426_df_nrg,0,0,0,0,0,0
FBgn0036750,65,99,187,78,65,138
FBgn0004591,0,0,0,0,0,0
FBgn0036970,1357,38,61,2369,771,2737
FBgn0052205,125,303,283,259,442,326
FBti0063855,0,0,0,0,0,0
FBti0062663,0,0,0,0,0,0
FBgn0267795,3299,2257,2515,3091,2713,3278
FBgn0003250,2724,1896,2621,2912,2178,3205
FBgn0040832,1074,774,1311,828,934,1175
FBgn0036484,3076,2637,2598,3087,3969,2898
FBgn0004910,1326,867,1758,1440,1612,1729
FBgn0037076,1292,1078,1072,1045,1596,1066
FBgn0052362,0,0,1,0,0,0
FBgn0265988,3404,2152,2402,2725,3184,2688
FBgn0052453,0,0,3,0,0,0
FBti0020071,0,0,0,0,0,0
FBgn0266669,2303,1661,1675,1863,2338,1802
FBgn0036663,13425,8656,10905,15665,15909,16253
FBgn0266956,1,2,6,7,4,9
FBti0020230,18,17,9,9,9,10
FBgn0260434,0,0,0,1,0,1
FBgn0266971,2,0,1,5,2,2
FBgn0036557,1753,1495,1370,1134,1549,1467
FBgn0003206,2069,1713,1845,1832,2634,2069
FBgn0262689,1,1,0,4,2,1
FBti0064235,1,0,2,1,0,1
FBgn0037184,900,836,835,862,1296,853
FBti0020096,1,0,0,0,0,0
FBtr0304209_df_nrg,0,0,0,0,0,0
FBgn0052121,147,137,260,247,266,245
FBgn0263036,20,0,0,149,31,96
FBgn0036228,0,0,0,0,0,0
FBgn0260987,5184,4474,4616,4011,6790,5421
FBgn0052457,11,0,0,59,16,27
FBgn0267308,0,0,0,3,2,2
FBgn0086064,6,2,2,1,0,2
FBgn0020641,1,0,0,1,0,3
RR42006_transposable_element,3,0,3,6,1,3
FBgn0083978,29,13,11,29,9,35
FBti0062730,0,0,0,0,0,0
FBgn0036774,1647,1658,1321,1307,1790,1435
FBgn0016694,6294,3187,8369,6924,6228,8053
FBgn0265754,0,0,1,10,1,7
FBgn0259167,87,38,52,77,85,82
FBgn0000358,67004,6290,508,13756,3226,30801
FBgn0262007,416,2371,4081,512,294,409
FBgn0003462,17250,15934,16795,14526,16552,16960
FBgn0264604,0,0,0,0,0,8
FBti0060952,0,0,0,2,1,1
FBgn0083058,1,3,1,1,1,4
FBgn0036386,1597,1225,1185,1270,1869,1297
FBgn0267224,0,0,0,0,1,0
FBgn0286213,40834,44679,34998,29147,39336,36020
FBgn0000551,4,0,6,11,2,12
FBgn0035420,4226,2505,2830,2995,3824,2987
FBti0060231,2,1,3,1,1,3
FBgn0036922,282,246,258,207,289,278
FBgn0052282,848,889,1211,214,370,450
FBgn0052249,0,0,0,3,0,0
FBgn0259703,0,0,0,1,0,0
FBgn0262035,435,265,577,518,504,578
FBti0020091,0,0,0,0,0,0
FBgn0286979,0,0,0,0,0,0
FBti0060759,0,0,0,0,0,0
FBti0060376,0,0,0,0,0,0
FBgn0036274,16,10,17,21,21,11
FBgn0035567,41,0,0,240,76,162
FBgn0036860,3,2,3,6,6,3
FBgn0037090,1269,855,1274,1108,1338,1739
FBgn0035612,62,25,41,104,78,50
FBgn0035849,631,379,561,631,580,624
FBti0063675,0,0,0,0,0,0
FBgn0052448,403,304,338,260,298,296
FBgn0036373,1507,1321,1049,1210,1300,1039
FBgn0036932,1322,1245,1204,1118,1646,1350
FBgn0052485,906,862,995,1027,1189,960
FBgn0036661,7163,6321,5482,5155,8667,5687
FBti0060264,0,0,0,0,0,0
FBgn0036157,410,347,560,581,479,755
FBgn0037016,1362,1040,1340,1139,1051,1391
FBgn0019644,10032,9085,9303,6784,8325,8881
FBgn0028582,8899,6304,7571,7675,8855,8499
FBti0061417,0,0,0,0,0,0
FBgn0036899,47,39,67,109,71,94
FBti0063945,0,0,0,0,0,0
FBtr0309721_df_nrg,0,0,0,0,0,0
FBgn0036843,1796,1474,1315,1253,2057,1499
FBti0063867,0,0,0,0,0,0
FBgn0035415,560,424,375,341,411,425
FBgn0035933,3888,2324,3157,3309,2951,3325
FBgn0036789,38,22,45,41,30,52
FBgn0287586,0,0,0,0,0,0
FBti0020263,0,0,0,0,0,0
FBgn0036900,1909,1562,1621,1771,2280,1760
FBgn0036549,1861,1180,3680,1842,1164,1381
FBgn0261997,0,0,0,0,0,0
FBgn0035198,6,0,0,35,26,49
FBgn0036706,20,0,0,169,66,132
FBgn0261283,9635,7731,9234,13078,12652,12190
FBgn0287423,36350,32051,38465,27073,25832,49121
FBgn0263232,1129,911,927,711,1251,748
FBtr0472764_df_nrg,0,0,0,0,0,0
FBgn0017572,3656,3125,3591,3297,4162,3706
FBgn0035422,33116,31480,28249,23069,29276,30940
FBgn0264470,7,3,3,13,6,18
FBgn0036929,4446,3287,3602,2934,4487,3405
FBgn0262366,226,603,719,301,227,343
FBgn0036690,4553,7230,4858,3567,4484,4527
FBgn0262788,28,3,8,136,53,137
FBgn0052129,0,0,0,0,0,0
FBgn0035719,100,119,142,181,162,206
FBgn0003373,0,0,0,0,0,1
FBgn0261565,4444,4050,6511,6322,6870,6524
FBgn0001208,10569,5160,10374,14225,16381,13921
FBgn0040799,0,0,3,2,2,5
FBgn0036490,41,0,0,187,70,150
FBti0061419,10,1,8,4,0,2
FBgn0035159,285,281,242,235,352,280
FBgn0266395,2,0,0,6,7,7
FBgn0037166,1372,708,1762,1855,1322,1239
FBgn0035888,900,837,773,937,1000,907
FBgn0027615,2842,2543,2294,2572,3228,2571
FBti0063236,0,0,0,0,0,0
FBgn0262719,59,41,85,114,69,103
FBgn0036879,0,0,0,1,1,0
FBti0061014,0,0,0,0,0,0
FBti0060986,0,0,0,0,0,0
FBgn0259236,583,245,587,686,623,631
FBgn0259164,174,134,124,119,141,166
FBgn0028416,18,0,0,24,21,41
FBti0061429,0,0,0,0,0,0
FBgn0035254,810,587,650,588,811,647
FBgn0035414,857,782,709,607,1029,637
FBti0061021,0,0,0,0,0,0
FBgn0267660,0,0,0,0,3,0
RR48399_transposable_element,9,7,53,34,45,52
FBti0060756,2,0,1,0,4,0
FBti0062776,0,0,0,0,0,0
FBgn0287615,14,9,16,23,30,20
FBgn0267664,0,0,0,0,0,1
FBti0062099,0,0,0,0,0,0
FBgn0267934,0,0,2,0,3,2
FBgn0266937,0,0,0,1,0,0
FBgn0036494,53,30,98,73,89,101
FBgn0052248,0,0,0,0,0,0
FBti0020203,2,1,0,1,2,3
FBti0020247,0,0,0,0,0,0
FBti0061815,0,0,0,1,0,0
FBti0020284,0,0,0,0,0,0
FBgn0045770,1064,0,0,7640,2538,5883
FBgn0263486,0,0,0,2,2,0
FBgn0035359,605,407,622,1334,758,856
FBgn0036614,1387,1048,943,1035,1226,1194
FBti0020266,0,0,0,0,0,0
FBti0062445,20,4,16,24,5,12
FBti0062629,0,3,2,0,3,2
FBgn0036592,1,2,1,2,2,3
FBgn0052462,0,0,0,5,0,1
FBti0020143,1,1,1,0,3,2
FBgn0035241,254,334,561,502,410,529
FBti0062621,2,0,0,0,0,0
FBgn0259099,37,27,52,75,66,50
FBgn0283649,2518,2608,2017,1903,2699,2180
FBgn0263042,2,0,0,2,0,3
FBgn0028504,331,219,221,271,373,257
FBgn0263616,3,0,0,15,5,14
FBgn0267637,0,0,0,0,0,0
FBgn0036640,997,950,674,838,1299,933
FBgn0263494,0,0,0,0,0,0
FBti0062556,26,34,43,38,40,43
FBgn0036072,31,1,0,168,54,126
FBti0060955,7,6,20,12,15,19
FBti0020073,0,1,1,0,0,1
FBgn0036008,2159,2047,1740,1998,3159,2093
RR48395_transposable_element,7,5,6,1,3,3
FBgn0035999,773,680,566,772,969,799
FBgn0052328,0,0,0,0,0,0
FBti0061887,0,0,0,0,0,0
FBgn0266933,1,0,0,1,2,1
FBgn0036686,4654,3790,3987,3926,4552,3509
FBgn0035928,0,1,0,5,2,2
FBgn0267556,1,0,0,0,0,0
FBgn0053217,2413,1765,2293,1448,2476,2143
FBgn0035488,2892,2557,2260,2610,3996,2468
FBgn0036772,1220,1096,998,1053,831,1144
FBgn0267462,2,0,1,1,0,1
FBgn0264697,0,0,0,0,1,1
FBgn0036730,26,8,21,108,64,118
FBti0062206,6,3,4,1,12,10
FBgn0036606,1,0,0,0,0,0
FBgn0267320,117,153,146,110,102,262
FBgn0266648,1,0,0,22,1,24
FBgn0263110,3457,2096,2590,3083,3427,3121
FBgn0285896,288,197,226,219,227,239
FBti0062971,0,0,0,0,0,0
FBgn0035426,8,0,2,78,24,96
FBgn0036761,4707,4576,3606,3957,5936,4000
FBgn0264468,0,0,0,3,0,3
FBti0063874,1,0,0,0,0,0
FBgn0011640,6161,5970,4704,5173,7044,5389
FBgn0260756,739,709,480,562,944,727
FBgn0035266,4019,3485,4950,3874,3700,3483
FBgn0052199,113,16,13,154,66,222
FBgn0052318,0,0,0,2,6,2
FBgn0035437,3443,2738,2481,3716,4382,3190
FBgn0037031,968,905,821,770,1164,843
FBgn0267618,1,0,0,1,0,3
FBgn0266441,809,792,676,529,855,444
RR48403_transposable_element,2,2,3,3,4,3
FBgn0035508,9,2,3,4,3,1
FBti0020134,0,0,0,0,0,0
FBgn0035724,86,7,8,834,263,557
FBti0020120,0,0,1,1,2,1
FBgn0040296,0,0,0,0,0,0
FBgn0053054,273,238,277,283,283,285
FBgn0052440,70,1,1,265,100,206
FBti0020186,0,0,0,0,0,0
FBti0020157,0,0,0,0,0,1
FBti0060450,15,9,10,14,25,22
FBti0062605,6,3,5,6,6,17
FBgn0260960,8505,5755,10699,7379,6941,7524
FBgn0261553,3858,2609,2929,4355,4660,4305
FBgn0263131,122,101,180,233,173,254
FBgn0265760,9,2,5,9,6,14
FBgn0026320,0,3,0,0,2,0
FBgn0036321,9161,4220,6760,3444,3139,3056
FBgn0036342,766,751,669,485,700,648
FBgn0052039,1470,1229,1151,1047,1489,1360
FBti0020184,7,7,0,1,0,10
FBgn0036820,2155,1814,2202,1673,1976,1838
FBgn0083121,0,0,0,0,0,0
FBgn0035384,71,0,0,397,113,291
FBgn0013997,2406,1740,2061,2434,2666,2581
FBgn0267318,0,0,1,2,5,0
FBgn0035112,0,1,0,2,1,0
FBgn0047000,37,19,4,11,4,27
FBgn0265920,2,0,0,0,0,1
FBti0062182,0,0,2,0,1,0
FBgn0035666,232,3737,628,1403,2116,2274
FBgn0036641,2012,2115,1616,1584,2375,1649
FBgn0086913,119,89,192,177,149,174
FBgn0035754,652,678,585,550,822,626
FBgn0052392,86,31,37,629,193,481
FBti0061954,0,0,1,1,0,0
FBgn0052358,1,0,0,0,0,0
FBgn0036317,1440,1200,1194,1231,1841,1434
FBti0062688,0,0,0,0,0,0
FBti0060469,0,0,0,0,0,0
FBti0060813,0,0,3,0,0,1
FBgn0035611,346,187,226,322,259,348
FBti0061447,1,0,0,0,0,0
FBgn0000489,1588,1026,1294,2041,1920,2383
FBgn0265714,1,0,0,10,2,8
FBgn0041630,3588,2593,3172,2419,2539,2817
FBgn0035657,36,0,0,186,62,141
FBgn0004431,83,174,188,60,36,70
FBgn0266960,6,0,2,4,4,2
FBgn0037127,0,4,1,3,6,3
FBti0063724,0,0,0,0,0,0
FBgn0035517,689,654,872,768,889,708
FBti0062623,0,0,0,0,0,0
FBti0060165,0,0,0,0,0,0
FBti0020056,0,0,0,0,0,0
FBti0063904,0,1,4,0,0,7
FBgn0262893,62,3,1,1,2,2
FBgn0035624,663,697,556,586,863,636
FBti0020038,1,0,3,4,0,1
FBgn0036538,3892,3776,3833,2910,4644,3456
FBti0060652,0,0,0,0,0,0
FBgn0011455,5140,4805,4752,4360,5280,5145
FBti0020211,28,8,32,18,18,17
FBgn0035812,3218,2528,2554,2883,4552,2684
FBgn0259175,2315,1870,2516,2226,1649,2454
FBgn0266944,1,0,0,6,1,2
FBgn0264570,0,0,0,13,8,25
FBgn0001323,61,50,144,186,95,142
FBti0059942,1,0,0,0,0,0
FBti0020072,0,0,1,1,0,0
FBgn0036133,2653,2028,1794,1832,2522,1844
FBgn0265704,0,0,0,0,1,0
FBti0020281,0,0,0,0,0,0
FBgn0043577,0,0,0,3,3,1
FBti0063345,0,0,0,0,0,0
FBti0020172,0,0,4,0,1,1
FBgn0028380,2519,1922,1942,1976,3098,2020
FBgn0035315,13,0,6,10,4,7
FBti0060168,0,0,0,0,0,0
FBgn0036461,841,462,715,860,1032,1001
FBtr0472833_df_nrg,0,0,0,0,0,0
FBgn0260755,838,735,636,791,947,944
FBgn0035983,3048,2570,2483,2897,3837,2797
FBti0020138,0,0,2,0,2,1
FBgn0036684,2378,1681,1720,2207,2496,2006
FBgn0004589,0,0,2,3,1,4
FBgn0036483,3406,2675,2595,3108,4810,2940
FBgn0266946,0,0,0,0,0,0
FBgn0035791,1601,1103,1484,537,992,1276
FBgn0011828,675,787,948,717,672,885
FBti0063912,1,4,0,0,2,0
FBti0061988,4,1,10,2,2,1
FBgn0266958,411,163,267,184,331,291
FBgn0036146,98,146,131,98,124,149
FBgn0052213,1,0,1,0,3,1
FBti0020089,0,0,0,1,1,0
FBgn0035255,8,6,4,20,18,12
FBgn0267662,0,0,0,2,0,1
FBtr0304227_df_nrg,0,0,0,0,0,0
FBgn0035537,441,469,449,368,606,409
FBgn0003984,194,131,190,250,243,237
FBti0060234,0,0,0,0,0,0
FBgn0035413,0,0,0,2,2,3
FBgn0036796,114,26,28,150,68,231
FBti0059837,0,0,1,1,6,0
FBgn0036203,15879,14144,20081,18029,17378,19349
FBgn0267696,1,2,0,2,2,6
FBgn0035400,4765,3159,4083,4344,4592,4201
FBgn0287182,13829,10092,12617,9286,15357,10710
FBti0020205,0,0,2,2,0,1
FBgn0023095,2299,1804,2273,2706,2518,3107
FBgn0035193,35,15,66,81,51,46
RR51048_transposable_element,0,2,3,3,3,5
FBti0020271,3,6,2,2,0,0
FBgn0036848,1553,1346,1282,1230,1681,1454
FBgn0267221,0,0,0,0,1,3
FBgn0267451,0,1,0,0,0,0
FBgn0037038,175,0,0,362,111,425
FBgn0054031,19,9,14,19,13,20
FBti0061221,0,0,0,0,0,0
FBgn0022935,2099,1846,1632,1988,2629,1917
FBgn0036836,241,171,429,425,353,328
FBgn0036436,23,4,25,11,11,23
FBti0060995,0,0,0,0,0,0
FBgn0267603,0,0,1,4,2,4
FBgn0263471,1,0,1,0,0,1
FBti0061016,1,0,0,0,0,0
FBgn0002775,1720,1686,1507,1390,2560,1384
FBgn0052107,137,124,222,159,142,213
FBti0059950,0,0,0,0,0,0
FBgn0267960,0,0,0,1,0,5
FBti0060778,0,0,0,0,0,0
FBgn0267849,4273,3616,3487,3781,5082,4007
FBgn0259973,6,0,0,7,3,16
FBgn0267231,0,0,0,0,0,0
FBgn0036441,47,0,1,243,98,268
FBti0062705,0,0,0,0,0,0
FBgn0037074,6846,4864,5206,6484,8296,7060
FBgn0263326,8,0,0,4,1,8
FBgn0262623,1175,0,0,1110,353,1879
FBgn0053767,0,0,0,0,0,0
FBgn0036411,36,82,76,55,36,36
FBgn0036567,6,0,0,4,3,11
FBgn0035694,1533,1598,620,789,504,1537
FBgn0052379,9,19,16,8,18,12
FBgn0262351,28,1,5,137,57,103
FBgn0283472,7193,5823,6710,6297,8040,6564
FBgn0264709,13,1,0,32,14,30
FBgn0036873,0,0,0,0,0,0
FBti0061358,1,1,4,0,0,1
FBgn0026630,3700,2782,3540,3402,4832,3463
FBgn0035343,489,564,560,1795,771,1248
FBgn0036016,43,3,2,249,111,246
FBgn0266588,36,0,0,81,21,99
FBgn0035870,15,11,12,22,15,16
FBti0020227,2,1,6,7,3,1
FBti0060783,0,0,1,0,0,0
FBgn0021768,4388,3946,3532,3280,4536,3912
FBgn0085291,1,4,0,1,1,4
FBgn0086660,7,8,6,12,9,8
FBgn0266692,1,1,4,13,6,5
FBgn0015585,382,0,9,291,138,587
FBgn0040487,0,0,3,0,0,0
FBgn0052243,2400,2291,2277,1232,2340,1648
FBti0064245,0,0,0,0,0,0
FBti0063200,0,0,0,0,0,0
FBgn0026738,1655,1550,1362,1438,1998,1393
FBti0061976,1,0,0,1,0,2
FBgn0035265,847,647,927,713,396,676
FBgn0035318,1305,1278,1074,1210,1570,1148
FBgn0036416,6,2,11,9,14,10
FBgn0267605,0,0,0,0,0,0
FBgn0035876,982,842,836,817,1150,873
FBgn0036925,131,3,3,775,285,579
FBgn0261530,3062,2521,2165,2449,3583,2352
FBgn0036550,300,171,273,224,188,252
FBgn0263607,824,545,1021,798,773,917
FBgn0036131,0,0,0,4,0,0
FBgn0287614,26,35,37,58,73,70
FBgn0053504,2,1,1,1,8,1
FBgn0266962,10,0,0,30,11,37
FBgn0262269,0,0,0,0,0,0
FBgn0267235,0,0,0,1,0,3
FBgn0013751,20,17,22,34,34,48
FBgn0035435,449,458,326,306,587,393
FBgn0036427,0,0,0,0,2,2
FBgn0035458,0,1,1,0,0,0
FBgn0035771,3098,2629,2848,3010,3139,3183
FBti0061888,0,0,0,0,0,0
FBgn0260459,22,0,0,130,40,76
FBti0020276,0,0,0,0,0,0
FBgn0261562,771,753,672,688,954,653
FBgn0036908,2353,2072,1779,1674,2456,1804
FBti0061819,0,0,0,0,0,0
FBti0062593,1,1,2,0,0,0
FBgn0035996,331,307,282,293,419,357
FBgn0035800,105,0,1,556,178,486
FBgn0036145,299,330,350,309,318,448
FBgn0015033,820,530,772,282,307,429
FBgn0267936,15,9,10,48,27,48
FBgn0086915,530,3,8,2744,954,2117
FBgn0035970,7,0,0,37,8,21
FBti0059856,7,0,4,0,2,0
FBti0020261,0,0,0,0,0,0
FBgn0035811,230,223,163,172,234,205
FBgn0052255,2,2,3,7,7,13
FBti0063290,0,0,0,0,0,0
FBti0020057,0,0,0,0,0,0
FBgn0010741,4844,3728,3880,3405,4822,3465
FBti0061560,1,0,2,0,0,0
FBgn0052246,3,0,0,17,4,14
FBgn0266452,3990,3530,4051,2717,3444,2702
FBgn0052302,139,267,269,7,7,15
FBgn0261872,2330,1981,2042,2092,2435,2098
FBgn0036083,0,2,0,0,0,0
FBgn0052066,4500,3149,3517,2936,4635,3373
FBti0061025,0,0,0,0,0,0
FBti0059955,0,0,0,0,2,0
FBgn0035975,408,344,450,670,586,670
FBti0060216,0,0,0,0,0,0
FBgn0052023,755,329,650,1090,858,1155
FBgn0026197,964,782,1559,1090,1059,1359
FBgn0259224,919,732,1584,1444,1265,1712
FBti0063361,0,0,0,0,0,0
FBti0060238,3,1,1,2,0,3
FBgn0035813,9,4,17,26,10,20
FBti0060649,0,0,0,0,0,0
FBgn0035253,7622,6791,6731,7325,8648,6979
FBti0061247,0,0,0,0,0,0
FBgn0037009,918,739,798,695,905,870
FBgn0085273,11,5,17,15,22,23
FBgn0266654,0,0,3,0,2,0
FBti0020174,0,0,0,0,0,0
FBti0020210,0,1,1,56,1,1
FBti0061338,0,0,0,0,0,0
FBgn0035690,1041,934,915,954,1332,896
FBgn0266684,7,0,1,6,3,3
FBgn0260859,659,510,550,494,745,566
FBti0061559,3,0,1,0,0,0
FBgn0035239,0,0,0,0,0,0
FBgn0005386,4292,2819,3044,3640,5591,3267
FBgn0265898,2,0,0,5,1,6
FBgn0067864,2631,2158,2046,2107,2684,2048
FBgn0037046,49,35,72,56,36,67
FBtr0309689_df_nrg,0,0,0,0,0,0
FBgn0036053,6449,5267,4808,5568,6747,5897
FBgn0045759,20,18,18,45,17,25
FBgn0260393,37,509,701,978,620,868
FBgn0052445,145,0,2,969,324,677
FBgn0035246,611,547,803,1041,827,1033
FBgn0036498,32,4,9,248,93,255
FBti0061800,0,0,0,0,0,0
FBgn0035192,65,21,41,35,24,43
FBti0062483,0,0,0,0,0,0
FBti0063227,0,0,0,0,0,0
FBgn0015359,2581,2639,1740,2064,2917,2086
FBgn0036652,95,2,7,691,217,494
FBgn0036486,6222,5665,4416,5101,8964,5513
FBgn0036466,2,1,4,4,4,4
FBgn0036117,1018,937,924,904,1248,1028
FBgn0262622,55,7,5,237,116,281
FBgn0036514,2719,2258,2534,2031,2758,1936
FBgn0053260,106,70,206,60,88,81
FBgn0265451,0,0,0,0,0,0
FBti0020088,0,0,0,0,0,0
FBgn0035988,484,12,31,3460,1123,2605
FBti0020260,0,0,3,0,1,0
FBgn0264473,2,0,0,25,14,20
FBgn0036039,2364,1681,1516,1566,2460,1667
FBgn0286833,19,15,14,18,33,23
FBti0060683,1,4,1,0,3,7
FBti0059957,0,1,1,1,0,0
FBti0060675,0,0,0,0,0,1
FBgn0040291,0,0,0,0,0,0
FBgn0028427,2829,2500,2484,2535,3368,2702
FBgn0053689,0,0,1,0,0,0
FBgn0086694,5537,4656,4181,4503,6840,4391
FBgn0267794,23,10,13,68,30,63
FBti0063962,1,4,3,1,5,2
FBti0061337,1,0,0,0,0,0
FBgn0036208,580,336,929,575,631,663
FBgn0052058,0,0,0,2,2,0
FBgn0052428,3604,3382,3149,2820,4307,3170
FBgn0266675,3,0,0,0,1,0
FBgn0036236,7,0,0,64,34,50
FBgn0037099,0,0,0,0,1,0
FBgn0267617,9,8,8,11,16,12
FBgn0261454,2,0,3,3,1,0
FBti0060089,0,1,0,0,0,0
FBti0020275,0,0,0,0,0,0
FBgn0036764,4641,3791,2627,2341,2909,3529
FBti0020077,2,2,4,2,3,4
FBgn0262530,0,0,0,0,0,0
FBgn0262461,0,0,0,0,0,0
FBgn0035262,222,130,144,687,365,512
FBgn0037114,7,11,4,9,4,9
FBti0063722,0,0,0,0,3,0
FBgn0004623,1148,723,1190,1272,1108,1366
FBti0020262,0,0,0,0,0,0
FBgn0036102,4,1,8,0,2,0
FBti0062696,0,1,0,0,0,2
FBgn0035770,10162,9049,12611,21335,19209,19249
FBgn0036396,672,656,550,665,991,463
FBgn0054057,7,13,9,33,14,38
FBti0020198,2,2,0,2,0,0
FBgn0036393,0,0,1,1,0,0
FBti0060398,0,0,0,0,0,0
FBgn0035831,847,1008,794,678,1046,820
FBgn0010235,4627,4146,3828,4163,5252,4240
FBgn0002466,2168,1531,1530,1610,2897,1432
FBgn0036156,14,0,0,131,42,117
FBgn0036579,1721,1105,1261,1216,1613,1193
FBgn0036254,2231,1905,2239,2098,2889,2045
FBti0059665,9,4,7,7,4,15
FBgn0036161,38,0,0,94,37,96
FBgn0035776,319,1,1,2152,701,1515
FBgn0036018,3051,2087,2242,1992,2629,1962
FBgn0036305,1939,1623,1646,1849,2554,1804
FBti0063342,0,0,0,0,0,0
FBgn0250911,0,0,0,0,0,0
FBgn0266961,0,0,0,0,0,2
FBgn0035344,901,777,1040,654,673,805
FBgn0035677,177,123,225,224,220,293
FBgn0052194,39,19,10,27,36,47
